Aba;Endereco;FormulaR1C1;Valor
DB_Resultados;BC9771;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9772;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9772;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9772;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9773;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9773;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9773;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9774;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9774;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9774;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9775;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9775;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9775;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9776;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9776;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9776;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9777;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9777;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9777;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9778;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9778;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9778;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9779;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9779;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9779;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9780;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9780;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9780;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9781;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9781;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9781;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9782;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9782;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9782;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9783;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9783;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9783;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9784;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9784;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9784;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9785;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9785;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9785;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9786;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9786;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9786;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9787;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9787;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9787;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9788;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9788;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9788;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9789;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9789;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9789;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9790;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9790;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9790;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9791;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9791;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9791;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9792;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9792;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9792;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9793;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9793;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9793;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9794;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9794;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9794;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9795;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9795;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9795;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9796;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9796;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9796;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9797;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9797;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9797;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9798;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9798;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9798;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9799;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9799;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9799;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9800;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9800;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9800;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9801;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9801;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9801;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9802;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9802;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9802;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9803;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9803;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9803;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9804;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9804;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9804;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9805;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9805;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9805;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9806;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9806;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9806;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9807;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9807;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9807;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9808;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9808;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9808;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9809;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9809;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9809;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9810;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9810;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9810;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9811;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9811;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9811;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9812;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9812;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9812;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9813;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9813;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9813;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9814;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9814;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9814;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9815;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9815;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9815;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9816;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9816;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9816;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9817;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9817;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9817;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9818;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9818;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9818;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9819;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9819;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9819;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9820;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9820;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9820;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9821;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9821;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9821;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9822;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9822;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9822;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9823;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9823;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9823;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9824;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9824;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9824;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9825;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9825;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9825;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9826;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9826;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9826;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9827;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9827;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9827;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9828;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9828;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9828;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9829;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9829;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9829;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9830;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9830;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9830;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9831;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9831;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BC9831;=IF(OR(RC1="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
DB_Resultados;BA9832;=IF(RC4="","",MID(RC4,4,LEN(RC4)-5));
DB_Resultados;BB9832;=IF(OR(RC5="",RC7<>"Ativo"),"",IF(COUNTIFS(R4C5:RC5,RC5,R4C1:RC1,RC1,R4C7:RC7,"Ativo")=1,1,0));
